135.90705871582,237.13526916504
141.35577392578,258.93014526367
146.80448913574,280.72500610352
154.97756958008,302.51989746094
165.875,327.03912353516
179.4967956543,348.833984375
195.84294128418,367.90451049805
217.63781738281,384.25064086914
239.43269348145,386.97500610352
261.22756958008,378.80194091797
280.29809570312,359.73141479492
293.91989135742,340.66091918945
304.81732177734,316.14166259766
307.54165649414,291.62243652344
310.26602172852,264.37887573242
307.54165649414,239.85961914062
304.81732177734,215.34039306641
146.80448913574,220.78910827637
154.97756958008,209.89167785645
168.59936523438,204.4429473877
184.94551086426,204.4429473877
198.56730651855,209.89167785645
231.25961303711,204.4429473877
244.88140869141,196.26988220215
261.22756958008,193.54551696777
277.57373046875,193.54551696777
291.19552612305,201.71859741211
217.63781738281,220.78910827637
217.63781738281,237.13526916504
220.36218261719,253.48141479492
220.36218261719,267.10321044922
204.01602172852,278.00064086914
212.18910217285,280.72500610352
223.08653259277,280.72500610352
233.98397827148,278.00064086914
242.15705871582,275.27630615234
163.15065002441,228.9621887207
174.04808044434,223.51347351074
184.94551086426,223.51347351074
195.84294128418,228.9621887207
184.94551086426,231.68653869629
174.04808044434,231.68653869629
244.88140869141,220.78910827637
253.05448913574,212.61602783203
263.95193481445,212.61602783203
274.84936523438,215.34039306641
266.67630004883,218.06474304199
255.77885437012,220.78910827637
187.66987609863,305.24423217773
198.56730651855,299.79553222656
214.91346740723,294.34680175781
225.81089782715,297.07116699219
236.70832824707,291.62243652344
255.77885437012,291.62243652344
274.84936523438,297.07116699219
263.95193481445,327.03912353516
247.60577392578,340.66091918945
233.98397827148,343.38525390625
220.36218261719,343.38525390625
204.01602172852,329.76345825195
193.11859130859,305.24423217773
214.91346740723,299.79553222656
225.81089782715,299.79553222656
239.43269348145,299.79553222656
269.40063476562,299.79553222656
244.88140869141,329.76345825195
233.98397827148,332.48782348633
220.36218261719,329.76345825195
